"";"CASE";"IN01_CP";"IN01";"IN02";"IN05";"IN05_01";"IN06";"IN06_01";"IN06_02";"IN06_03";"IN06_04";"IN08";"IN08_01";"IN08_02";"IN08_03";"IN08_04";"sex";"age";"SO04";"SO06";"HE01_01";"HE01_02";"HE01_03";"HE01_04";"HE01_05";"HE01_06";"HE01_07";"HE01_08";"HE01_09";"HE01_10";"HE01_11";"HE01_12";"HE01_13";"HE01_14";"HE01_15";"HE01_16";"HE01_17";"HE01_18";"HE01_19";"HE01_20";"HE01_21";"HE01_22";"HE01_23";"HE01_24";"HE01_25";"HE01_26";"HE01_27";"HE01_28";"HE01_29";"HE01_30";"HE01_31";"HE01_32";"HE01_33";"HE01_34";"HE01_35";"HE01_36";"HE01_37";"HE01_38";"HE01_39";"HE01_40";"HE01_41";"HE01_42";"HE01_43";"HE01_44";"HE01_45";"HE01_46";"HE01_47";"HE01_48";"HE01_49";"HE01_50";"HE01_51";"HE01_52";"HE01_53";"HE01_54";"HE01_55";"HE01_56";"HE01_57";"HE01_58";"HE01_59";"HE01_60";"HE04_01";"HE04_02";"HE04_03";"HE04_04";"HE04_05";"HE04_06";"HE04_07";"HE04_08";"HE04_09";"HE04_10";"HE04_11";"HE04_12";"HE04_13";"HE04_14";"HE04_15";"HE04_16";"HE04_17";"HE04_18";"HE04_19";"HE04_20";"HE04_21";"HE04_22";"HE04_23";"HE04_24";"HE04_25";"HE04_26";"HE04_27";"HE04_28";"HE04_29";"HE04_30";"HE04_31";"HE04_32";"HE04_33";"HE04_34";"HE04_35";"HE04_36";"HE04_37";"HE04_38";"HE04_39";"HE04_40";"HE04_41";"HE04_42";"HE04_43";"HE04_44";"HE04_45";"HE04_46";"HE04_47";"HE04_48";"HE04_49";"HE04_50";"HE04_51";"HE04_52";"HE04_53";"HE04_54";"HE04_55";"HE04_56";"HE04_57";"HE04_58";"HE04_59";"HE04_60";"TIME001";"TIME002";"TIME003";"TIME004";"TIME005";"TIME006";"TIME007";"TIME008";"TIME009";"TIME010";"TIME011";"TIME012";"LASTPAGE"
"27";"449";"8";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";28;"1";"1";"4";"4";"2";"4";"3";"2";"4";"3";"2";"2";"2";"4";"3";"3";"4";"4";"2";"2";"2";"2";"3";"4";"2";"1";"2";"2";"2";"2";"2";"2";"2";"3";"3";"4";"4";"2";"4";"3";"2";"4";"4";"3";"4";"2";"2";"2";"2";"2";"3";"4";"2";"1";"4";"3";"2";"3";"3";"4";"4";"4";"6277";"4939";"7672";"3450";"9488";"8518";"7612";"6079";"6885";"4145";"6345";NA;"6103";"6507";"4643";"7532";"4579";"4321";"8959";"4407";"5649";"3732";"4168";NA;"4909";"5080";"7626";"7253";"6254";"6127";"6245";"6164";"5802";"5777";"4480";"4926";"5897";"6690";"7607";"6157";"4925";"6099";"6510";"5154";"3689";"4872";"6233";"4373";NA;"3002";"5061";"3663";"5071";"14734";"5999";"6369";"8302";"5925";NA;"6033";"3";"404";"19";"30";"67";"63";"64";"60";"55";"72";"30";"135";"12"
"28";"451";"9";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";21;"1";"1";"5";"5";"1";"2";"4";"5";"1";"5";"4";"4";"5";"1";"1";"1";"4";"3";"4";"1";"5";"1";"1";"4";"2";"1";"1";"1";"2";"4";"4";"1";"2";"1";"5";"1";"1";"4";"4";"5";"5";"4";"4";"4";"4";"2";"4";"4";"5";"4";"5";"4";"4";"5";"1";"2";"3";"4";"1";"1";"2";"1";"5754";"4004";"3089";"2598";"5391";"4072";"2679";"2554";"1772";"2485";"2770";NA;"4035";"2634";NA;"3036";"3019";NA;NA;"3172";"1861";"1290";"2840";"2253";NA;NA;NA;NA;NA;"4278";"2732";NA;"2283";"1730";"2080";"1746";"2202";"1302";"2436";"1477";NA;"1725";"1664";"1843";"2208";"2012";"3036";NA;NA;"1255";"3975";"1729";"3094";"2363";NA;"1694";NA;"2490";NA;"632";"2";"2";"9";"47";"35";"32";"31";"22";"25";"31";"15";"20";"12"
"29";"452";"9";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";26;"1";"1";"4";"2";"3";"4";"2";"2";"3";"5";"4";"4";"4";"3";"3";"1";"2";"4";"2";"5";"3";"3";"4";"2";"2";"5";"3";"3";"3";"4";"4";"1";"1";"4";"4";"5";"4";"3";"1";"3";"4";"4";"3";"5";"4";"2";"3";"2";"4";"5";"5";"4";"2";"1";"3";"3";"2";"4";"4";"2";"1";"2";"2285";"2265";"5946";"2171";"2317";"1859";"1232";"1088";"1366";"1532";"1949";"992";"1480";"1126";"1296";"1299";"1875";"704";"1213";"1329";"2991";"1534";"2228";"1002";"1474";"1148";"1746";"1079";"1706";"1265";"1246";"681";"1064";"1009";"1093";"1119";"1189";"1169";"1546";"1197";"1418";"855";"1393";"1301";"1137";"1204";"1170";"950";"1093";"1084";"909";"1117";"1055";"1213";"1045";"1078";"1024";"1176";"1104";"1228";"4";"21";"34";"61";"24";"17";"18";"12";"13";"12";"20";"11";"12"
"30";"453";"9";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";23;"1";"1";"2";"3";"3";"4";"4";"5";"5";"4";"2";"1";"5";"1";"4";"2";"5";"5";"2";"3";"2";"3";"1";"5";"3";"1";"4";"2";"2";"3";"2";"2";"4";"2";"4";"4";"2";"5";"5";"5";"2";"4";"4";"5";"4";"2";"4";"2";"4";"2";"3";"3";"3";"4";"4";"4";"2";"4";"2";"4";"2";"1";"6182";"3879";NA;"2139";"4400";"6651";NA;"1951";"3834";"2635";"5204";"3384";"5567";"3915";"4099";"4803";NA;"4600";"5577";"7654";"2566";"2912";"2316";NA;"1147";"3550";"6404";"3215";"5848";"4518";"6681";"3434";"3436";"3367";NA;"3952";"4265";"2918";"10500";"2467";"5022";"3566";"2544";"3195";"28731";"9320";NA;"33823";NA;"2722";"4383";NA;"12016";NA;"3741";NA;NA;"4400";"5686";"5106";"4";"4";"12";"29";"46";"51";"42";"50";"113";"72";"8";"16";"12"
"31";"459";"10";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";22;"1";"1";"3";"2";"2";"4";"2";"5";"4";"5";"2";"1";"5";"1";"3";"1";"4";"4";"2";"4";"2";"3";"3";"4";"4";"1";"3";"1";"3";"1";"1";"4";"2";"2";"2";"5";"5";"1";"5";"4";"5";"4";"4";"1";"2";"3";"2";"3";"4";"1";"2";"4";"4";"2";"1";"5";"2";"3";"1";"4";"1";"1";NA;"4945";"3309";"5531";"5159";NA;"7797";"4105";"3323";NA;"5343";"3845";NA;NA;"2480";"4509";"4749";NA;"4890";"3137";"4421";"2498";"2119";NA;"3870";"2862";NA;"1697";"3448";"4852";NA;"2688";"4864";"2875";"1572";"3222";"2391";"2663";"7341";"2774";"3201";"5051";"3269";"2803";"4638";"3749";"5738";"4006";"3139";"3047";NA;"1451";"3325";"6234";"2594";NA;NA;"4671";"3080";"2166";"5";"2";"10";"28";"51";"47";"41";"40";"40";"46";"20";"9";"12"
"32";"463";"10";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";20;"1";"1";"2";"4";"3";"3";"2";"4";"4";"2";"2";"2";"4";"3";"5";"2";"2";"4";"5";"3";"2";"2";"1";"2";"3";"2";"5";"4";"3";"4";"4";"2";"2";"2";"3";"2";"2";"4";"4";"4";"3";"3";"2";"3";"4";"3";"4";"4";"5";"2";"2";"3";"3";"4";"1";"4";"1";"4";"2";"4";"2";"2";"5877";"3509";"7597";"2169";"3812";"4678";"2381";"4292";"2684";"3127";"4108";"6423";NA;"4956";"3191";"3042";"2841";"3441";"3075";"3158";"1919";"2508";"4774";"1876";"2562";"4686";"3524";"2794";"5172";"3434";"4275";"3350";"2747";"2383";"1944";"3232";"2690";"3158";"4599";"4657";"6164";"2602";"5039";"4701";"2132";"2976";"3766";"3840";"2234";"4423";"6167";"2033";NA;"3602";"1566";"5867";"3899";"4456";"4658";NA;"9";"5";"14";"23";"41";"39";"35";"33";"39";"42";"20";"16";"12"
"33";"464";"10";"2";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";22;"1";"1";"1";"5";"3";"4";"2";"4";"5";"5";"2";"2";"4";"3";"3";"1";"3";"3";"3";"4";"4";"3";"1";"4";"4";"1";"3";"1";"3";"3";"4";"1";"4";"1";"4";"3";"3";"4";"3";"5";"5";"3";"4";"2";"5";"1";"4";"3";"3";"1";"3";"4";"3";"1";"3";"4";"2";"3";"2";"3";"3";"4";NA;"5017";"4084";"5982";"3632";NA;"3390";"3025";"3335";"2558";"4922";NA;"7312";"2792";"4421";"5949";NA;"3074";"6312";"2700";"7773";"2626";"2776";"2683";"4245";NA;"4472";"5245";"3323";"2899";"4417";"2929";"2966";"4298";NA;NA;"4946";"3936";"6207";"4009";NA;"2074";"2270";"3192";"2400";"2870";"4990";"2826";"3216";"2628";"4375";"2457";"2368";NA;NA;"5581";"3219";NA;"26523";"6619";"5";"3";"10";"40";"47";"51";"43";"47";"37";"73";"21";"12";"12"
"34";"465";"11";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";26;"1";"1";"5";"5";"2";"3";"3";"4";"3";"4";"5";"3";"5";"5";"1";"2";"2";"4";"3";"2";"3";"2";"2";"4";"3";"3";"4";"1";"2";"4";"3";"2";"2";"2";"3";"4";"2";"4";"4";"4";"3";"2";"3";"2";"4";"1";"4";"5";"3";"3";"2";"5";"2";"2";"2";"5";"5";"3";"2";"4";"2";"1";"3270";"3547";"3747";"2223";"3882";"14982";"2660";"2660";"2635";"2045";"4894";"3900";"1974";"3103";"2636";"4032";"2484";"3148";"2570";"3364";"1924";"1534";NA;"2584";"2900";"2861";"6583";"2355";"3576";"3846";"3233";"3018";"5367";"2307";"3160";"2919";"2560";"2151";"4039";"1908";"3147";"2151";"1752";"2104";"3304";"2712";"3420";"3725";"2178";"1682";"3800";"2050";"3340";"3308";"1900";"3078";"3143";"3633";"3057";"2719";"5";"5";"10";"56";"44";"33";"35";"32";"27";"31";"16";"8";"12"
"35";"466";"11";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";21;"1";"1";"2";"4";"2";"4";"2";"4";"3";"5";"2";"3";"3";"1";"2";"2";"3";"4";"1";"4";"3";"3";"2";"4";"3";"1";"1";"1";"3";"4";"2";"2";"3";"2";"3";"3";"2";"4";"4";"4";"3";"4";"4";"1";"3";"2";"3";"4";"4";"1";"3";"3";"3";"3";"2";"4";"5";"2";"2";"1";"2";"2";"6626";"4399";"4562";"3475";"5269";"4595";"6206";NA;"4214";NA;"8870";"4020";"3684";"4711";"2532";"4585";NA;"2826";"5498";"5470";"2492";"1546";"3647";"2602";"20219";"3348";"4027";"2590";"3122";"4928";"4861";"3325";"2799";"3020";NA;"2935";"5008";"4847";"6153";"4491";"4333";NA;"1735";"2751";NA;"6367";"4615";"4041";"2300";"2651";"5121";"3535";NA;"4171";"3416";NA;"5596";NA;"3399";"5871";"10";"6";"13";"51";"52";"50";"50";"44";"40";"50";"13";"17";"12"
"36";"468";"11";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";29;"1";"1";"2";"4";"3";"3";"3";"2";"4";"4";"4";"3";"5";"2";"4";"2";"3";"2";"3";"2";"3";"2";"3";"4";"4";"2";"5";"4";"3";"4";"3";"4";"2";"1";"3";"3";"1";"4";"4";"4";"3";"2";"2";"3";"4";"2";"3";"3";"5";"2";"1";"3";"3";"2";"2";"2";"3";"2";"3";"2";"1";"1";"4015";"3518";"2927";"2828";"3547";"5176";"2507";"2596";"2170";"1616";"3824";"3630";"3224";"7550";"1846";"3249";"3314";"2997";"3758";"2358";"2727";"1715";"2462";"2137";"3332";"2502";"2807";"2268";"2152";"3612";"4093";"1532";"2060";"2968";"1953";"4532";"3348";"2586";"2517";"1940";"108639";"2589";"2365";"2317";"1878";"2145";"2426";"4130";"4169";"1775";"3747";"1863";"2792";"4550";"1951";"3447";"3845";"2746";"1499";"3942";"3";"3";"11";"13";"33";"37";"27";"29";"134";"31";"19";"19";"12"
"37";"474";"12";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";37;"1";"3";"2";"3";"1";"4";"3";"4";"4";"5";"3";"1";"4";"3";"2";"2";"4";"5";"3";"2";"3";"3";"2";"4";"4";"2";"4";"4";"2";"2";"4";"1";"2";"1";"3";"3";"4";"5";"5";"4";"2";"3";"4";"3";"3";"3";"2";"4";"4";"2";"4";"4";"2";"1";"3";"1";"2";"4";"3";"4";"2";"2";"10068";"8906";"5471";"4174";"11113";"10546";"6420";NA;"5067";"7489";"20831";"4717";"6516";"6906";"2514";"5752";NA;"2645";NA;"6064";"3007";"3316";"3882";"4348";"5996";"4114";"7699";NA;"5257";"4486";"4418";"3135";"4090";"3870";"4753";"4382";"5664";"3335";NA;"3774";"8710";"4700";NA;"4187";"4121";"4635";"5123";"5937";"4973";"3148";"5653";"4005";"3482";"6008";NA;"5288";NA;"9005";"17191";NA;"13";"17";"20";"57";"76";"84";"48";"46";"52";"71";"33";"29";"12"
"38";"475";"12";"2";NA;"1";"2";"1";"1";"2";"1";"1";NA;NA;NA;NA;NA;"1";26;"1";"1";"4";"5";"2";"3";"4";"3";"5";"5";"3";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4795";"6014";"7632";"2698";"3344";"5007";"2977";"3415";"3083";"3422";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"4";"10";"36";"44";NA;NA;NA;NA;NA;NA;NA;"5"
"39";"477";"12";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";26;"1";"6";"1";"2";"3";"2";"2";"4";"4";"4";"4";"1";"4";"2";"4";"1";"3";"4";"4";"5";"1";"3";"2";"4";"4";"2";"5";"3";"3";"3";"3";"1";"2";"2";"4";"3";"3";"5";"5";"3";"2";"3";"4";"1";"5";"2";"4";"2";"4";"2";"4";"4";"2";"2";"4";"5";"1";"4";"2";"3";"1";"1";"5783";"7522";"6434";NA;"5567";"8800";"5824";"9281";"3516";"4395";"6742";"11235";NA;"2917";"3414";"7311";NA;"3997";NA;NA;NA;"3295";"2249";"4512";"8250";NA;"4345";"4348";NA;"5173";"5086";NA;"4697";"4577";"3789";NA;"4330";"3857";"9300";"4049";NA;"4115";"2530";"3219";"4860";"4631";"6585";"4893";"3516";NA;"6486";"4271";NA;"7936";"4408";"5039";"6401";"5042";"7016";"9932";"3";"5";"24";"32";"68";"75";"61";"59";"50";"67";"12";"16";"12"
"40";"480";"13";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";24;"1";"1";"3";"3";"2";"3";"3";"4";"2";"2";"1";"1";"3";"5";"4";"2";"4";"3";"2";"1";"1";"2";"2";"5";"3";"4";"4";"1";"4";"3";"3";"2";"5";"1";"3";"4";"4";"2";"1";"3";"2";"2";"5";"5";"3";"4";"3";"2";"5";"2";"2";"1";"4";"5";"2";"4";"5";"4";"3";"2";"3";"1";"1181";"948";"1230";"850";"1170";"1370";"1037";"1039";"1541";"1078";"1495";"830";"1253";"914";"969";"1082";"1573";"1437";"1273";"1363";"979";"1396";"1327";"834";"1216";"835";"1344";"1221";"1218";"1128";"1208";"1160";"1018";"934";"1027";"1463";"1281";"1177";"912";"929";"931";"989";"882";"902";"880";"943";"2215";"936";"938";"960";"1099";"868";"896";"890";"979";"1445";"1326";"971";"918";"1091";"5";"4";"11";"37";"13";"12";"15";"12";"12";"11";"21";"7";"12"
"41";"488";"13";"3";NA;"1";"2";"1";"1";"1";"2";"1";NA;NA;NA;NA;NA;"1";26;"1";"1";"1";NA;NA;NA;"2";NA;"2";"1";"2";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2093";NA;NA;NA;"602";NA;"561";"274";"822";"9524";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"10";"4";"11";"43";"17";NA;NA;NA;NA;NA;NA;NA;"5"
"42";"490";"13";"1";NA;"1";"2";"1";"2";"1";"1";"1";NA;NA;NA;NA;NA;"2";22;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";"3";"11";"39";NA;NA;NA;NA;NA;NA;NA;NA;"4"
"43";"492";"14";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";52;"1";"4";"2";"4";"1";"3";"4";"3";"2";"4";"5";"2";"2";"3";"4";"1";"3";"3";"4";"2";"4";"5";"2";"2";"4";"3";"5";"2";"3";"2";"1";"3";"3";"4";"2";"5";"3";"5";"4";"4";"2";"3";"2";"1";"3";"2";"4";"4";"3";"5";"3";"2";"2";"3";"4";"2";"5";"1";"3";"3";"4";"2";"4216";"1106";"865";"716";"1135";"865";"1284";"1148";"1599";"2128";"2683";"969";"759";"1120";"967";"1013";"1727";"861";"952";"856";"1446";"1008";"1471";"1275";"868";"873";"1256";"1175";"753";"767";NA;"888";"836";"996";"1009";"7234";"1849";"1550";"1067";"1281";"1647";"1703";"1008";"719";"714";"783";"769";"815";"816";"888";"1578";"833";"640";"722";"813";"1304";"745";"692";"964";"656";"6";"13";"21";"41";"16";"12";"12";"23";"11";"11";"11";"17";"12"
"44";"493";"14";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";27;"1";"3";"1";"5";"4";"3";"5";"2";"5";"4";"1";"3";"5";"2";"3";"2";"2";"4";"5";"3";"4";"1";"1";"3";"4";"1";"4";"1";"2";"2";"5";"2";"4";"2";"4";"1";"1";"4";"2";"4";"3";"3";"2";"2";"4";"2";"4";"4";"5";"2";"2";"4";"4";"3";"2";"3";"4";"1";"4";"1";"1";"2";"4592";"3765";NA;"3225";"3593";"9352";"4017";"3139";"3298";"2556";"4588";"5562";"8709";"3002";"3065";NA;"3737";"2561";"6836";"3425";"2647";"2331";NA;"3229";NA;"2745";"4032";"3658";"2880";"4955";"4496";"2763";"2921";"3027";"2408";"3855";NA;"2440";NA;"2753";"3141";"2889";"2666";"3209";"2618";"2335";"4146";"3657";"2737";"2602";NA;NA;"2610";NA;"2520";"3856";"7083";"3935";"3514";"7600";"4";"3";"14";"23";"50";"50";"40";"37";"30";"49";"22";"12";"12"
"45";"494";"14";"2";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";67;"1";"6";"3";"4";"1";"3";"2";"3";"4";"5";"3";"1";"4";"2";"4";"4";"4";"3";"2";"4";"4";"2";"1";"3";"2";"2";"4";"2";"3";"2";"2";"2";"3";"2";"2";"3";"2";"5";"3";"4";"2";"2";"5";"2";"4";"2";"4";"3";"4";"2";"2";"4";"3";"2";"2";"5";"4";"2";"2";"3";"3";"1";"11024";"11984";"12327";"6312";"9936";"5306";"22104";"8106";"8812";"5770";"7134";"6856";"9273";"7199";"4376";NA;"10696";"5928";NA;"1694";"5538";"4081";"7366";"10472";"8104";"12712";"11496";"6400";"7624";"9864";"11658";"4700";"5835";"10687";"6480";"4680";"7336";"6760";"9664";"10775";"9939";"7416";"4359";"7512";"6976";"8336";"8816";"7265";"8057";"4304";"10692";"4326";"5634";"12647";"5911";"7192";"8728";"9400";"8424";"14258";"33";"14";"44";"129";"110";"86";"86";"81";"76";"90";"31";"12";"12"
"46";"495";"15";"3";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";54;"1";"3";"2";"4";"5";"3";"2";"4";"5";"3";"2";"4";"4";"1";"5";"3";"2";"4";"4";"3";"4";"4";"2";"3";"3";"2";"5";"4";"5";"4";"4";"2";"2";"3";"4";"2";"3";"4";"3";"3";"2";"2";"3";"2";"4";"2";"4";"4";"4";"2";"2";"2";"4";"3";"3";"4";"2";"3";"2";"2";"2";"1";"2989";"2831";"2430";"1790";"2060";"2280";"1168";"3866";"1736";"1822";"4437";"2083";"1293";"2958";"1674";"2760";"1713";"2217";"3100";"3164";"3689";"2097";"3203";"1461";"1602";"2540";"3156";"1277";"2447";"2138";"3177";"1759";"5295";"1909";"3133";"1317";"2128";"2763";"4401";"2082";"3466";"4015";"1342";"4672";"1859";"1404";"3386";"2170";"1477";"2389";"2698";"2121";"1152";"3488";"1302";"2698";"2352";"1894";"1876";"1562";"3";"9";"18";"46";"24";"26";"25";"29";"27";"22";"9";"14";"12"
"47";"496";"15";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"2";42;"1";"2";"3";"4";"4";"1";"2";"3";"5";"2";"2";"3";"4";"1";"5";"2";"1";"2";"4";"3";"3";"3";"1";"1";"4";"3";"3";"2";"1";"4";"4";"1";"2";"3";"3";"1";"2";"5";"3";"4";"2";"1";"2";"1";"3";"3";"4";"5";"4";"1";"4";"2";"5";"5";"4";"5";"3";"3";"2";"1";"2";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"26";"42";"27";"46";"102";"118";"108";"116";"115";"133";"40";"100";"12"
"48";"499";"15";"2";NA;"1";"2";"1";"1";"2";"1";"1";NA;NA;NA;NA;NA;"2";50;"1";"3";"2";"2";"1";"2";"1";"3";"3";"4";"2";"2";"2";"2";"5";"3";"3";"4";"2";"3";"4";"2";"1";"1";"2";"3";"2";"1";"1";"4";"1";"4";"1";"4";"4";"5";"1";"5";"4";"3";"1";"4";"4";"3";"3";"2";"4";"4";"3";"4";"4";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"13927";NA;"7692";"7615";"5976";"28632";"5872";"10719";"8353";"6890";"12371";NA;"10479";"7441";NA;"13415";"14991";NA;NA;NA;"4867";"4535";NA;"8211";"8265";NA;NA;NA;"6177";"10736";"8236";NA;"7080";"9031";"3499";"7873";"6829";"8969";NA;"6698";NA;"12250";"6967";"3990";"10675";"8096";"7884";"7952";"12284";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"9";"21";"134";"106";"125";"95";"80";"235";"13";NA;NA;"10"
"49";"500";"16";"1";NA;"1";"2";"1";"2";"1";"1";"1";NA;NA;NA;NA;NA;"2";65;"1";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4";"7";"26";"18";"10";NA;NA;NA;NA;NA;NA;NA;"5"
"50";"501";"16";"3";NA;"1";"2";"1";"1";"1";"2";"1";NA;NA;NA;NA;NA;"2";65;"1";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"4";"19";"65";NA;NA;NA;NA;NA;NA;NA;NA;"4"
"51";"503";"16";"2";NA;"1";"2";"1";"1";"2";"1";"1";NA;NA;NA;NA;NA;"2";35;"1";"3";"4";"3";"4";"3";"2";"2";"4";"3";"4";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"14505";"4005";"7877";"718";NA;"532";NA;"450";"6157";"856";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"15";"7";"18";"58";"57";NA;NA;NA;NA;NA;NA;NA;"5"
"52";"506";"17";"2";NA;"1";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";56;"2";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"19";"26";NA;NA;NA;NA;NA;NA;NA;NA;NA;"3"
